Mod:Item:MetaData, Localized Name
earthworks:tool_wood_hammer, Wood Hammer
earthworks:tool_stone_hammer, Stone Hammer
earthworks:tool_iron_hammer, Iron Hammer
earthworks:tool_gold_hammer, Gold Hammer
earthworks:tool_diamond_hammer, Diamond Hammer
earthworks:block_reed, Reed
earthworks:block_thatch, Thatch
earthworks:itemslab_reed, Reed Slab
earthworks:itemslab_thatch, Thatch Slab
earthworks:stair_reed, Reed Stairs
earthworks:stair_thatch, Thatch Stairs
earthworks:wall_reed, Reed Wall
earthworks:wall_thatch, Thatch Wall
earthworks:item_dirt, Dirt Ball
earthworks:item_sand, Sand
enderio:itemEnderface, Enderface
enderio:blockConduitBundle, Conduit Connector
enderio:itemConduitFacade:0, Conduit Facade
enderio:itemConduitFacade:1, Hardened Conduit Facade
enderio:itemConduitFacade:2, Transparent Conduit Facade
enderio:itemConduitFacade:3, Transparent Hardened Conduit Facade
enderio:itemRedstoneConduit:0, Redstone Conduit
enderio:itemItemConduit:0, Item Conduit
enderio:itemMEConduit:0, ME Conduit
enderio:itemMEConduit:1, Dense ME Conduit
enderio:itemOCConduit:0, Network Conduit (OC)
enderio:itemBasicFilterUpgrade:0, Basic Item Filter
enderio:itemBasicFilterUpgrade:1, Advanced Item Filter
enderio:itemBasicFilterUpgrade:2, Counting Item Filter
enderio:itemExistingItemFilter:0, Existing Item Filter
enderio:itemModItemFilter, Mod Item Filter
enderio:itemPowerItemFilter:0, Chargeable Item Filter
enderio:itemSpeciesItemFilter, item.itemSpeciesItemFilter.name
enderio:itemExtractSpeedUpgrade:0, Item Conduit Speed Upgrade
enderio:itemExtractSpeedUpgrade:1, Item Conduit Speed Downgrade
enderio:itemFunctionUpgrade:0, Remote Awareness Upgrade
enderio:itemPowerConduit:0, Energy Conduit
enderio:itemPowerConduit:1, Enhanced Energy Conduit
enderio:itemPowerConduit:2, Ender Energy Conduit
enderio:itemLiquidConduit:0, Fluid Conduit
enderio:itemLiquidConduit:1, Pressurized Fluid Conduit
enderio:itemLiquidConduit:2, Ender Fluid Conduit
enderio:itemBasicCapacitor:0, Basic Capacitor
enderio:itemBasicCapacitor:1, Double-Layer Capacitor
enderio:itemBasicCapacitor:2, Octadic Capacitor
enderio:itemAlloy:0, Electrical Steel
enderio:itemAlloy:1, Energetic Alloy
enderio:itemAlloy:2, Vibrant Alloy
enderio:itemAlloy:3, Redstone Alloy
enderio:itemAlloy:4, Conductive Iron
enderio:itemAlloy:5, Pulsating Iron
enderio:itemAlloy:6, Dark Steel
enderio:itemAlloy:7, Soularium
enderio:itemMaterial:0, Silicon
enderio:itemMaterial:1, Conduit Binder
enderio:itemMaterial:2, Binder Composite
enderio:itemMaterial:3, Pulsating Iron Nugget
enderio:itemMaterial:4, Vibrant Alloy Nugget
enderio:itemMaterial:5, Pulsating Crystal
enderio:itemMaterial:6, Vibrant Crystal
enderio:itemMaterial:7, Dark Steel Ball
enderio:itemMaterial:8, Ender Crystal
enderio:itemMaterial:9, Enticing Crystal
enderio:itemMaterial:10, Weather Crystal
enderio:itemMaterial:11, Vibrant Powder
enderio:itemMaterial:12, Grains of Piezallity
enderio:itemMaterial:13, Grains of the End
enderio:itemMaterial:14, Nutritious Stick
enderio:itemMaterial:15, Precient Crystal
enderio:itemMaterial:16, Grains of Prescience
enderio:itemMaterial:17, Chassis Plates
enderio:itemMaterial:18, Plant clippings and trimmings
enderio:itemMaterial:19, Loose twigs and prunings
enderio:itemMachinePart:0, Machine Chassis
enderio:itemMachinePart:1, Basic Gear
enderio:itemPowderIngot:0, Coal Powder
enderio:itemPowderIngot:1, Iron Powder
enderio:itemPowderIngot:2, Gold Powder
enderio:itemPowderIngot:3, Copper Powder
enderio:itemPowderIngot:4, Tin Powder
enderio:itemPowderIngot:5, Ender Pearl Powder
enderio:itemPowderIngot:6, Enderium Base
enderio:itemPowderIngot:7, Obsidian Powder
enderio:itemPowderIngot:8, Flour
enderio:itemPowderIngot:9, Ardite Powder
enderio:itemPowderIngot:10, Cobalt Powder
enderio:blockStirlingGenerator, Stirling Generator
enderio:blockCombustionGenerator, Combustion Generator
enderio:blockZombieGenerator, Zombie Generator
enderio:blockReservoir, Reservoir
enderio:blockAlloySmelter, Alloy Smelter
enderio:blockSolarPanel:0, Photovoltaic Cell
enderio:blockSolarPanel:1, Advanced Photovoltaic Cell
enderio:blockSolarPanel:2, Vibrant Photovoltaic Cell
enderio:blockCapBank:0, Creative Capacitor Bank
enderio:blockCapBank:1, Basic Capacitor Bank
enderio:blockCapBank:1, Basic Capacitor Bank
enderio:blockCapBank:2, Capacitor Bank
enderio:blockCapBank:2, Capacitor Bank
enderio:blockCapBank:3, Vibrant Capacitor Bank
enderio:blockCapBank:3, Vibrant Capacitor Bank
enderio:blockSagMill, SAG Mill
enderio:blockPowerMonitor, Power Monitor
enderio:blockPowerMonitorv2, Graphical Power Monitor
enderio:blockVat, The Vat
enderio:blockFarmStation, Farming Station
enderio:blockTank:0, Fluid Tank
enderio:blockTank:1, Pressurized Fluid Tank
enderio:blockCrafter, Crafter
enderio:blockVacuumChest, Vacuum Chest
enderio:blockXPVacuum, XP Vacuum
enderio:blockWirelessCharger, Wireless Charger
enderio:blockEnchanter, Enchanter
enderio:blockSoulBinder, Soul Binder
enderio:blockSliceAndSplice, Slice'N'Splice
enderio:blockAttractor, Attractor Obelisk
enderio:blockSpawnGuard, Aversion Obelisk
enderio:blockSpawnRelocator, Relocator Obelisk
enderio:blockExperienceObelisk, Experience Obelisk
enderio:blockWeatherObelisk, Weather Obelisk
enderio:blockInhibitorObelisk, Inhibitor Obelisk
enderio:blockTransceiver, Dimensional Transceiver
enderio:blockBuffer:0, Item Buffer
enderio:blockBuffer:1, Power Buffer
enderio:blockBuffer:2, Omni Buffer
enderio:blockBuffer:3, Creative Buffer
enderio:blockInventoryPanel, Inventory Panel
enderio:blockInventoryChest:0, Tiny Inventory System Storage
enderio:blockInventoryChest:1, Small Inventory System Storage
enderio:blockInventoryChest:2, Medium Inventory System Storage
enderio:blockInventoryChest:3, Big Inventory System Storage
enderio:blockInventoryChest:4, Large Inventory System Storage
enderio:blockInventoryChest:5, Huge Inventory System Storage
enderio:blockInventoryChest:6, Enormous Inventory System Storage
enderio:blockInventoryChest:7, Inventory System Storage Warehouse
enderio:blockInventoryChest:8, Inventory System Storage Extended Warehouse
enderio:blockPoweredSpawner, Powered Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:itemBrokenSpawner:0, Broken Spawner
enderio:blockKillerJoe, Killer Joe
enderio:blockElectricLight:0, Powered Light
enderio:blockElectricLight:1, Powered Light (Inverted)
enderio:blockElectricLight:2, Light
enderio:blockElectricLight:3, Light (Inverted)
enderio:blockElectricLight:4, Wireless Powered Light
enderio:blockElectricLight:5, Wireless Powered Light (Inverted)
enderio:blockLightNode, tile.blockLightNode.name
enderio:blockDarkSteelAnvil:0, Dark Steel Anvil
enderio:blockDarkSteelAnvil:1, Slightly Damaged Dark Steel Anvil
enderio:blockDarkSteelAnvil:2, Very Damaged Dark Steel Anvil
enderio:blockDarkSteelLadder, Dark Steel Ladder
enderio:blockDarkIronBars, Dark Iron Bars
enderio:blockDarkSteelTrapdoor, Dark Steel Trapdoor
enderio:blockReinforcedObsidian, Reinforced Obsidian
enderio:blockIngotStorage:0, Electrical Steel Block
enderio:blockIngotStorage:1, Energetic Alloy Block
enderio:blockIngotStorage:2, Vibrant Alloy Block
enderio:blockIngotStorage:3, Redstone Alloy Block
enderio:blockIngotStorage:4, Conductive Iron Block
enderio:blockIngotStorage:5, Pulsating Iron Block
enderio:blockIngotStorage:6, Dark Steel Block
enderio:blockIngotStorage:7, Soularium Block
enderio:blockSelfResettingLever10, Self-resetting Lever (10 seconds)
enderio:blockSelfResettingLever30, Self-resetting Lever (30 seconds)
enderio:blockSelfResettingLever60, Self-resetting Lever (1 Minute)
enderio:blockSelfResettingLever300, Self-resetting Lever (5 Minutes)
enderio:blockDecoration1:0, Machine Chassis (decoration block)
enderio:blockDecoration1:1, Blank Machine (decoration block)
enderio:blockDecoration1:2, Machine Tops (decoration block)
enderio:blockDecoration1:3, Machine Sides (decoration block)
enderio:blockDecoration1:4, Machine Backs (decoration block)
enderio:blockDecoration1:5, Machine with sides (decoration block)
enderio:blockDecoration1:6, Machine width backs (decoration block)
enderio:blockDecoration1:7, Blank Soul Machine (decoration block)
enderio:blockDecoration1:8, Soul Machine Tops (decoration block)
enderio:blockDecoration1:9, Soul Machine Sides (decoration block)
enderio:blockDecoration1:10, Soul Machine Backs (decoration block)
enderio:blockDecoration1:11, Soul Machine with sides (decoration block)
enderio:blockDecoration1:12, Soul Machine width backs (decoration block)
enderio:blockDecoration1:13, Red Machine (decoration block)
enderio:blockDecoration1:14, Broken Spawner (decoration block)
enderio:blockDecoration1:15, Invisible Block (decoration block)
enderio:blockDecoration2:0, Alloy Smelter (decoration block)
enderio:blockDecoration2:1, Item Buffer (decoration block)
enderio:blockDecoration2:2, Power Buffer (decoration block)
enderio:blockDecoration2:3, Omni Buffer (decoration block)
enderio:blockDecoration2:4, Creative Buffer (decoration block)
enderio:blockDecoration2:5, Crafter (decoration block)
enderio:blockDecoration2:6, Painting Machine (decoration block)
enderio:blockDecoration2:7, Power Monitor (decoration block)
enderio:blockDecoration2:8, SAG Mill (decoration block)
enderio:blockDecoration2:9, Slice'N'Splice (decoration block)
enderio:blockDecoration2:10, Stirling Generator (decoration block)
enderio:blockDecoration2:11, Fluid Tank (decoration block)
enderio:blockDecoration2:12, Pressurized Fluid Tank (decoration block)
enderio:blockDecoration2:13, Travel Anchor (decoration block)
enderio:blockDecoration2:14, Vacuum Chest (decoration block)
enderio:blockDecoration2:15, Wireless Charger (decoration block)
enderio:blockPainter, Painting Machine
enderio:blockPaintedSlab, Painted Slab
enderio:blockPaintedStoneSlab, Painted Stone Slab
enderio:blockPaintedPressurePlate:1, Wooden Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:3, Stone Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:5, Weighted Pressure Plate (Heavy) (Silent)
enderio:blockPaintedPressurePlate:7, Weighted Pressure Plate (Light) (Silent)
enderio:blockPaintedPressurePlate:8, Dark Pressure Plate
enderio:blockPaintedPressurePlate:9, Dark Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:10, Soularium Pressure Plate
enderio:blockPaintedPressurePlate:11, Soularium Pressure Plate (Silent)
enderio:blockPaintedPressurePlate:12, Soularium Pressure Plate (Tuned)
enderio:blockPaintedPressurePlate:13, Soularium Pressure Plate (Tuned) (Silent)
enderio:blockExitRail, Exit Rail
enderio:itemConduitProbe:0, Conduit Probe
enderio:itemYetaWrench, Yeta Wrench
enderio:itemXpTransfer:0, Experience Rod
enderio:itemColdFireIgniter, Cold Fire Igniter
enderio:blockTravelAnchor, Travel Anchor
enderio:blockTelePad, Telepad Block
enderio:blockDialingDevice, Dialing Device
enderio:itemCoordSelector, Coordinate Selector
enderio:itemLocationPrintout, Location Printout
enderio:itemTravelStaff:0, Staff of Traveling
enderio:itemTravelStaff:0, Staff of Traveling
enderio:itemRodOfReturn:0, Rod of Return
enderio:itemRodOfReturn:0, Rod of Return
enderio:blockEndermanSkull:0, Enderman Head
enderio:blockEndermanSkull:2, Tormented Enderman Head
enderio:itemFrankenSkull:0, Zombie Electrode
enderio:itemFrankenSkull:1, Z-Logic Controller
enderio:itemFrankenSkull:2, Frank'N'Zombie
enderio:itemFrankenSkull:3, Ender Resonator
enderio:itemFrankenSkull:4, Sentient Ender
enderio:itemFrankenSkull:5, Skeletal Contractor
enderio:itemEnderFood:0, "Enderios"
enderio:blockGauge, RF Gauge
enderio:itemRemoteInvAccess:0, Inventory Panel Remote
enderio:itemRemoteInvAccess:0, Inventory Panel Remote
enderio:itemRemoteInvAccess:1, Advanced Inventory Panel Remote
enderio:itemRemoteInvAccess:1, Advanced Inventory Panel Remote
enderio:itemRemoteInvAccess:2, Ender Inventory Panel Remote
enderio:itemRemoteInvAccess:2, Ender Inventory Panel Remote
enderio:blockInventoryPanelSensor, Inventory Sensor
enderio:blockFusedQuartz:0, Fused Quartz
enderio:blockFusedQuartz:1, Quite Clear Glass
enderio:blockFusedQuartz:2, Enlightened Fused Quartz
enderio:blockFusedQuartz:3, Enlightened Clear Glass
enderio:blockFusedQuartz:4, Dark Fused Quartz
enderio:blockFusedQuartz:5, Dark Clear Glass
enderio:blockFusedQuartz_fusedQuartz:1, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:2, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:3, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:4, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:5, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:6, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:7, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:8, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:9, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:10, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:11, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:12, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:13, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:14, Fused Quartz
enderio:blockFusedQuartz_fusedQuartz:15, Fused Quartz
enderio:blockFusedQuartz_fusedGlass:1, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:2, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:3, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:4, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:5, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:6, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:7, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:8, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:9, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:10, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:11, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:12, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:13, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:14, Quite Clear Glass
enderio:blockFusedQuartz_fusedGlass:15, Quite Clear Glass
enderio:blockFusedQuartz_enlightenedFusedQuartz:1, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:2, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:3, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:4, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:5, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:6, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:7, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:8, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:9, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:10, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:11, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:12, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:13, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:14, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedQuartz:15, Enlightened Fused Quartz
enderio:blockFusedQuartz_enlightenedFusedGlass:1, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:2, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:3, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:4, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:5, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:6, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:7, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:8, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:9, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:10, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:11, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:12, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:13, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:14, Enlightened Clear Glass
enderio:blockFusedQuartz_enlightenedFusedGlass:15, Enlightened Clear Glass
enderio:blockFusedQuartz_darkFusedQuartz:1, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:2, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:3, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:4, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:5, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:6, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:7, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:8, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:9, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:10, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:11, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:12, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:13, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:14, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedQuartz:15, Dark Fused Quartz
enderio:blockFusedQuartz_darkFusedGlass:1, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:2, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:3, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:4, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:5, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:6, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:7, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:8, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:9, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:10, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:11, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:12, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:13, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:14, Dark Clear Glass
enderio:blockFusedQuartz_darkFusedGlass:15, Dark Clear Glass
enderio:itemSoulVessel, Soul Vial
enderio:block_detector_block:0, Block Detector
enderio:block_detector_block_silent:0, Block Detector (Silent)
enderio:itemGliderWing:0, Glider Wing
enderio:itemGliderWing:1, Glider Wings
enderio:darkSteel_helmet, Dark Helm
enderio:darkSteel_chestplate, Dark Plate
enderio:darkSteel_leggings, Dark Leggings
enderio:darkSteel_boots, Dark Boots
enderio:darkSteel_sword, The Ender
enderio:darkSteel_pickaxe, Dark Pick
enderio:darkSteel_axe, Dark Axe
enderio:darkSteelBow, Dark Bow
enderio:darkSteel_shears, Dark Shears
enderio:itemMagnet:0, Electromagnet
